Date,VQE,Nash,Benchmark
2023-06-06,248120380.3820609,248120380.3820609,178185575.42450875
2023-06-07,246764570.24552098,246764570.24552098,175380142.7637704
2023-06-08,247442475.31379092,247442475.31379092,177024702.56234527
2023-06-09,246764570.24552098,246764570.24552098,176347551.83942705
2023-06-12,248120380.3820609,248120380.3820609,177701853.28526348
2023-06-13,248120380.3820609,248120380.3820609,177701853.28526348
2023-06-14,246086635.5498279,246086635.5498279,179056363.15013194
2023-06-15,245408700.85413486,245408700.85413486,181281459.36215836
2023-06-16,245408700.85413486,245408700.85413486,182248889.5595153
2023-06-19,244052846.2764603,244052846.2764603,178959729.1186599
2023-06-20,245408700.85413486,245408700.85413486,179830321.1066897
2023-06-21,247442475.31379092,247442475.31379092,179926972.03271586
2023-06-22,245408700.85413486,245408700.85413486,179346627.1297115
2023-06-23,245408700.85413486,245408700.85413486,177895495.9148096
2023-06-26,246086635.5498279,246086635.5498279,177121516.8365516
2023-06-27,248120380.3820609,248120380.3820609,178669283.48262042
2023-07-03,246086635.5498279,246086635.5498279,182926041.69615918
2023-07-04,245408700.85413486,245408700.85413486,183216312.7163055
2023-07-05,245408700.85413486,245408700.85413486,187085970.14063242
2023-07-06,246086635.5498279,246086635.5498279,188730545.43406647
2023-07-07,244730780.97215334,244730780.97215334,184957683.9756661
2023-07-10,245408700.85413486,245408700.85413486,187085970.14063242
2023-07-11,244730780.97215334,244730780.97215334,187376245.38792494
2023-07-12,248798300.26404238,248798300.26404238,185634664.3098374
2023-07-13,247442475.31379092,247442475.31379092,182829234.46251965
2023-07-14,249476205.33231235,249476205.33231235,185344391.87596542
2023-07-17,248798300.26404238,248798300.26404238,186118365.32738233
2023-07-18,248120380.3820609,248120380.3820609,183506378.14487106
2023-07-20,248120380.3820609,248120380.3820609,185441217.41788468
2023-07-21,248120380.3820609,248120380.3820609,187859757.70844322
2023-07-24,246764570.24552098,246764570.24552098,189891426.75052232
2023-07-25,248120380.3820609,248120380.3820609,188343479.84768847
2023-07-26,253543783.8790476,253543783.8790476,193277017.03096396
2023-07-27,250154140.0280054,250154140.0280054,189891222.5586365
2023-07-28,247442475.31379092,247442475.31379092,190084869.4153288
2023-07-31,247442475.31379092,247442475.31379092,187182621.06665856
